node_id,domain,node_type,status,criticality,weight,unlock_score,expected_path,actual_path,repo_exists,vps_exists,health,requires,delivers_to,consumes,process,produces,blocked_by,evidence,recommendation,metadata
thanos-store,Observability,CONTAINER,BROKEN,SUPPORT,3.0,6.0,,,True,True,UNHEALTHY,"[""minio""]","[""thanos-query""]",,,,[],"[""repo_path=True"", ""dockerfile=True"", ""compose=True"", ""container=arbitragex-v2-thanos-store-1"", ""health=UNHEALTHY"", ""active_compose=/opt/arbitragex-v2/docker/compose.prod.yml""]",Restore or start the service only through the approved deployment workflow.,"{""dockerfile"": ""docker/compose.prod.yml"", ""ports"": [], ""image"": ""quay.io/thanos/thanos:v0.36.1"", ""container_name"": ""arbitragex-v2-thanos-store-1""}"
api-server,Experience/API,CONTAINER,MISSING,CORE,8.0,16.0,docker,docker,False,True,UNKNOWN,"[""redis""]","[""edge""]",,,,[],"[""repo_path=True"", ""dockerfile=False"", ""compose=True"", ""container=arbitragex-v2-api-server-1"", ""health=UNKNOWN"", ""active_compose=/opt/arbitragex-v2/docker/compose.dev.yml""]",Create or restore the missing repository/compose/runtime component.,"{""dockerfile"": ""dockerbackend/api-server/Dockerfile"", ""ports"": [""127.0.0.1:8080:8080""], ""image"": """", ""container_name"": ""arbitragex-v2-api-server-1""}"
edge,Experience/API,CONTAINER,MISSING,CORE,6.0,12.0,docker,docker,False,True,UNKNOWN,"[""api-server""]","[""frontend""]",,,,"[""api-server""]","[""repo_path=True"", ""dockerfile=False"", ""compose=True"", ""container=arbitragex-v2-edge-1"", ""health=UNKNOWN"", ""active_compose=/opt/arbitragex-v2/docker/compose.dev.yml""]",Create or restore the missing repository/compose/runtime component.,"{""dockerfile"": ""dockeredge/dev-local/Dockerfile"", ""ports"": [""0.0.0.0:8787:8787""], ""image"": """", ""container_name"": ""arbitragex-v2-edge-1""}"
relays-client,Processing,CONTAINER,MISSING,CORE,8.0,8.0,dockerbackend,,False,True,UNKNOWN,"[""redis""]",[],,,,[],"[""repo_path=False"", ""dockerfile=False"", ""compose=True"", ""container=arbitragex-v2-relays-client-1"", ""health=UNKNOWN"", ""active_compose=/opt/arbitragex-v2/docker/compose.prod.yml""]",Create or restore the missing repository/compose/runtime component.,"{""dockerfile"": ""dockerbackend/relays-client/Dockerfile"", ""ports"": [""127.0.0.1:3005:3005""], ""image"": """", ""container_name"": ""arbitragex-v2-relays-client-1""}"
searcher-rs,Processing,CONTAINER,MISSING,CORE,8.0,8.0,dockerbackend,,False,True,UNKNOWN,"[""redis"", ""postgres""]",[],,,,[],"[""repo_path=False"", ""dockerfile=False"", ""compose=True"", ""container=arbitragex-v2-searcher-rs-1"", ""health=UNKNOWN"", ""active_compose=/opt/arbitragex-v2/docker/compose.prod.yml""]",Create or restore the missing repository/compose/runtime component.,"{""dockerfile"": ""dockerbackend/searcher-rs/Dockerfile"", ""ports"": [], ""image"": """", ""container_name"": ""arbitragex-v2-searcher-rs-1""}"
selector-api,Experience/API,CONTAINER,MISSING,CORE,8.0,8.0,docker,docker,False,True,UNKNOWN,"[""postgres"", ""redis""]",[],,,,[],"[""repo_path=True"", ""dockerfile=False"", ""compose=True"", ""container=arbitragex-v2-selector-api-1"", ""health=UNKNOWN"", ""active_compose=/opt/arbitragex-v2/docker/compose.prod.yml""]",Create or restore the missing repository/compose/runtime component.,"{""dockerfile"": ""dockerbackend/selector-api/Dockerfile"", ""ports"": [""127.0.0.1:3002:3002""], ""image"": """", ""container_name"": ""arbitragex-v2-selector-api-1""}"
sim-ctl,Processing,CONTAINER,MISSING,CORE,8.0,8.0,dockerbackend,,False,True,UNKNOWN,"[""postgres"", ""redis""]",[],,,,[],"[""repo_path=False"", ""dockerfile=False"", ""compose=True"", ""container=arbitragex-v2-sim-ctl-1"", ""health=UNKNOWN"", ""active_compose=/opt/arbitragex-v2/docker/compose.prod.yml""]",Create or restore the missing repository/compose/runtime component.,"{""dockerfile"": ""dockerbackend/sim-ctl/Dockerfile"", ""ports"": [""127.0.0.1:3003:3003""], ""image"": """", ""container_name"": ""arbitragex-v2-sim-ctl-1""}"
frontend,Experience/API,CONTAINER,MISSING,CORE,6.0,6.0,docker,docker,False,True,UNKNOWN,"[""edge""]",[],,,,"[""edge""]","[""repo_path=True"", ""dockerfile=False"", ""compose=True"", ""container=arbitragex-v2-frontend-1"", ""health=UNKNOWN"", ""active_compose=/opt/arbitragex-v2/docker/compose.dev.yml""]",Create or restore the missing repository/compose/runtime component.,"{""dockerfile"": ""dockerfrontend/Dockerfile"", ""ports"": [""0.0.0.0:5173:5173""], ""image"": """", ""container_name"": ""arbitragex-v2-frontend-1""}"
recon,Processing,CONTAINER,MISSING,CORE,5.0,5.0,dockerbackend,,False,True,UNKNOWN,"[""postgres""]",[],,,,[],"[""repo_path=False"", ""dockerfile=False"", ""compose=True"", ""container=arbitragex-v2-recon-1"", ""health=UNKNOWN"", ""active_compose=/opt/arbitragex-v2/docker/compose.prod.yml""]",Create or restore the missing repository/compose/runtime component.,"{""dockerfile"": ""dockerbackend/recon/Dockerfile"", ""ports"": [""127.0.0.1:3004:3004""], ""image"": """", ""container_name"": ""arbitragex-v2-recon-1""}"
token-enricher,Processing,CONTAINER,MISSING,CORE,5.0,5.0,dockerbackend,,False,True,UNKNOWN,"[""postgres"", ""redis""]",[],,,,[],"[""repo_path=False"", ""dockerfile=False"", ""compose=True"", ""container=arbitragex-v2-token-enricher-1"", ""health=UNKNOWN"", ""active_compose=/opt/arbitragex-v2/docker/compose.prod.yml""]",Create or restore the missing repository/compose/runtime component.,"{""dockerfile"": ""dockerbackend/token-enricher/Dockerfile"", ""ports"": [""127.0.0.1:9004:9004""], ""image"": """", ""container_name"": ""arbitragex-v2-token-enricher-1""}"
FILE:docker/compose.prod.yml,Repository,FILE,DRIFT,CORE,8.0,8.0,docker/compose.prod.yml,docker/compose.prod.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=33ddcb37f38232876618b56212c5b4cb955c4ddcd1b215be962bd16ea5948476"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/.devcontainer/Dockerfile,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/.devcontainer/Dockerfile,.claude/worktrees/agent-a7a72813e0989b73b/.devcontainer/Dockerfile,True,False,NO APLICA,[],[],,,,[],"[""local_hash=24d0eb0f39c8525c876d5bfb887baa9e3b1c37db38649152ff7341aad6ed5490"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/.devcontainer/docker-compose.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/.devcontainer/docker-compose.yml,.claude/worktrees/agent-a7a72813e0989b73b/.devcontainer/docker-compose.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=e90c57b135650eeaf349798260e08b05e966febaded04701d3621afcd855cf22"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/.devcontainer/Dockerfile,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/.devcontainer/Dockerfile,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/.devcontainer/Dockerfile,True,False,NO APLICA,[],[],,,,[],"[""local_hash=24d0eb0f39c8525c876d5bfb887baa9e3b1c37db38649152ff7341aad6ed5490"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/.devcontainer/docker-compose.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/.devcontainer/docker-compose.yml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/.devcontainer/docker-compose.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=e90c57b135650eeaf349798260e08b05e966febaded04701d3621afcd855cf22"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/Cargo.lock,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/Cargo.lock,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/Cargo.lock,True,False,NO APLICA,[],[],,,,[],"[""local_hash=e53acce98467829927315ebe6fcf4ce397329940be6823f93b97e7efaaab800c"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/api-server/Dockerfile,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/api-server/Dockerfile,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/api-server/Dockerfile,True,False,NO APLICA,[],[],,,,[],"[""local_hash=f80a4501e1965a77f8a40072a1adbb710e3ac82f461609be966ba8e3cb51214e"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/api-server/package.json,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/api-server/package.json,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/api-server/package.json,True,False,NO APLICA,[],[],,,,[],"[""local_hash=6c2e3fde0ced17db73677b257a5830e31c62cc8730b379cb580e2ef0d220311f"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/math-engine/Cargo.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/math-engine/Cargo.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/math-engine/Cargo.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=9b6421f5e6f28c256f841af9b7978eca7e1d0c0dd7571bbe1e4332c6c1c14110"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/mcp-sim-engine/Cargo.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/mcp-sim-engine/Cargo.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/mcp-sim-engine/Cargo.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=fa7a8a752e759767805b8fa62216989e3fd9a83a40753febb9d0b57a4508f8c3"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/prioritization-spine/Cargo.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/prioritization-spine/Cargo.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/prioritization-spine/Cargo.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=7f3707c8959d1e34f2678228d1e1602296d7e887b41c6f803cd7a36220854d23"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/recon/Cargo.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/recon/Cargo.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/recon/Cargo.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=0d6823d63592e34243e12cf653cbb58319833bbd5525b4d5db7f3f819a548931"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/recon/Dockerfile,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/recon/Dockerfile,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/recon/Dockerfile,True,False,NO APLICA,[],[],,,,[],"[""local_hash=6e40678dca48b83984f0d130ac7835b7ca6f3dadd3440fea42f4374b9c6f7ae3"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/relays-client/Cargo.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/relays-client/Cargo.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/relays-client/Cargo.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=e5302849966573ae297174e7b14958a8203db4d1e88e51e85a28193edfc9236b"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/relays-client/Dockerfile,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/relays-client/Dockerfile,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/relays-client/Dockerfile,True,False,NO APLICA,[],[],,,,[],"[""local_hash=61e86ab15c02bab95649953bdace925284a7c6f0c610e49fee10a1c5751ea16c"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/searcher-rs/Cargo.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/searcher-rs/Cargo.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/searcher-rs/Cargo.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=e62915abcaf035c057d59d081a499f0dd7b8e2f920cc92558f33a5f089d7d64a"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/searcher-rs/Dockerfile,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/searcher-rs/Dockerfile,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/searcher-rs/Dockerfile,True,False,NO APLICA,[],[],,,,[],"[""local_hash=feb5c09c29f6875971be92190e14b74e97b3660d8ce3b5f595cf3383001d95d4"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/sed-core/Cargo.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/sed-core/Cargo.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/sed-core/Cargo.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=5e8072640dbb85d577ba4383ed0957858867eec3ef479278ee9422573cbfa600"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/selector-api/Dockerfile,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/selector-api/Dockerfile,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/selector-api/Dockerfile,True,False,NO APLICA,[],[],,,,[],"[""local_hash=023ad42d7ad637dae6fec04f958cf40292ed4453dbabffecb32a5d499fc83b3b"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/selector-api/package.json,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/selector-api/package.json,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/selector-api/package.json,True,False,NO APLICA,[],[],,,,[],"[""local_hash=51d66f8ecab70ad75225f902c1c1fadfa8be40c180e1cb7ca4265020a5214c76"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/shared-rs/Cargo.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/shared-rs/Cargo.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/shared-rs/Cargo.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=5d6ce5bac9055ad167876ba1252e6036851291a2a832dd314a3019f1c38042c1"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/sim-ctl/Cargo.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/sim-ctl/Cargo.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/sim-ctl/Cargo.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=16e383ddefaa1d2c47a3c4d56524aaf6d86e49e0bd9e402a74f2e0fcda2f3188"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/sim-ctl/Dockerfile,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/sim-ctl/Dockerfile,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/sim-ctl/Dockerfile,True,False,NO APLICA,[],[],,,,[],"[""local_hash=f855b9f5fa9f76723dcc284caf84e82f43adb330e5c3f9ffe2c238bf8c79d612"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/simulator-v2/Cargo.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/simulator-v2/Cargo.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/simulator-v2/Cargo.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=1977abbf19b401f6a78c29d06b899795631103c15f19c80865998ec61d1fc372"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/token-enricher/Cargo.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/token-enricher/Cargo.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/token-enricher/Cargo.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=4ba9a822889d77cd9836d836a6b55189d4484e244e57dd4a844c3219146208f5"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/token-enricher/Dockerfile,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/token-enricher/Dockerfile,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/backend/token-enricher/Dockerfile,True,False,NO APLICA,[],[],,,,[],"[""local_hash=e86868698f10a9e307c7a66ce6c0869cb24ae22a292a9ff238c65694d7d9d9be"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/contracts/foundry.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/contracts/foundry.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/contracts/foundry.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=3814c6f9a5543c3948215ae12dc8a52eecc6af8eaf8df64d9824a8b9bbef132d"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker-compose.edge.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker-compose.edge.yml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker-compose.edge.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=268c53d968cef14ba63be7c3f97bed8cce887199daf745bd0cb0fbebb4c355d8"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.dev.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.dev.yml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.dev.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=8781448ea95f2e0830d10b5d77fb54dfe376178fed7eb1c298f352b05afaef69"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.loopback.override.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.loopback.override.yml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.loopback.override.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=95d405ff24408675961a358d14a4d1a742ae177d69afa3e1209956154519b869"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.noports.override.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.noports.override.yml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.noports.override.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=9a5c5fe33c7158f886c1a060a9f09dd397aff142b938f752ae2cf2ce7231f87a"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.prod.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.prod.yml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.prod.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=0ad1e66bf37236c47b8b695e56555b747448af7a2ce4f73d5c3188d0008deef8"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.staging.override.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.staging.override.yml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docker/compose.staging.override.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=ed8702239969925540fe94b3d42cd88c29d4f3c86cfcc1a3f90b8d3ae31549b9"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docs/blueprints/enterprise_package/docker-compose.yml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docs/blueprints/enterprise_package/docker-compose.yml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docs/blueprints/enterprise_package/docker-compose.yml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=4ba4b46e03d48975cba50697ee5424c45a8fa049dbb18d68cae76ab5f4f51a04"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docs/contracts/foundry.toml,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docs/contracts/foundry.toml,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/docs/contracts/foundry.toml,True,False,NO APLICA,[],[],,,,[],"[""local_hash=c086096080bd060fe7c4ada90bea4ddd6f5e30b9739ac17fabdbac1dfdb8d77e"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/edge/dev-local/Dockerfile,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/edge/dev-local/Dockerfile,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/edge/dev-local/Dockerfile,True,False,NO APLICA,[],[],,,,[],"[""local_hash=c4fdc436ca56355c8bc94104710647cf9f268e7158e3a16c848fceb9b153b86a"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
FILE:.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/edge/dev-local/package.json,Repository,FILE,DRIFT,SUPPORT,4.0,4.0,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/edge/dev-local/package.json,.claude/worktrees/agent-a7a72813e0989b73b/arbitragex-v2-main/edge/dev-local/package.json,True,False,NO APLICA,[],[],,,,[],"[""local_hash=ced8e1c79a613e8b94a09095a7ec8774477f5ad53b8272fffdab5b8d60d1652c"", ""remote_hash=UNKNOWN""]",Deploy the canonical file version and verify SHA-256 parity.,{}
